,pelicula_id,overview,clstr_b,clstr_a
29263,214181,"A successful but stressed mathematics professor (Clayburgh) goes to her father's wedding and falls in love with her father's bride's son (Douglas), a prematurely retired pro baseball player. She must choose between him and her current boyfriend (Grodin), between Chicago and New York, and between research and administration.",4.0,3.0
29277,173299,"Caesar is having a hard time dividing his time between his band and his rich girlfriend, Buffer. Buffer's dad doesn't like Ceasar for her. He called in Caesar to make a bet. If Caesar gets to make a hundred thousand dollars within six months, he can have Buffer but if he does not, he won't see her forever. How can Ceasar win the bet if what he only knows is jam with his band mates?",4.0,3.0
29278,83802,"A week in the life of ""The Gong Show"" host and creator Chuck Barris.",4.0,3.0
29285,113175,"Robin McAllister (Devon Sawa) and his family win the lottery and they end up moving from Kansas City to Seattle where Robin attends Locksley Academy, a wealthy private school. While there Robin comes up with a plan to help one of his friends who was hurt and needs money for an operation by robbing from John Prince Sr., the head of a very wealthy corporation. Robin becomes friends with a couple of misfits at school named Will Scarlett (Billy O'Sullivan) and Little John (Tyler Labine) and also falls for a girl named Marian (Sarah Chalke) who helps train the horses that Robin's family has. While helping out his friends Robin becomes an enemy of John Prince Jr. (Joshua Jackson), the big shot rich kid at school and his friends Warner and Gibson who are also the sons of rich parents. Then Robin goes to join the archery team but is not allowed to because of John Prince Jr. so he starts his own team and his 2 friends join and learn from Robin.",4.0,3.0
29286,93263,"Seven men have a group session and share their feelings on women, love, life and work.",4.0,3.0
29305,71200,"The Snake Eaters are an elite division of the Marines especially trained for search and destroy missions. This actioner chronicles the exploits of one of them who has become a cop. Known as a tough loner, he returns to find the band of backwoods bad-guys who killed his parents and abducted his sister.",4.0,3.0
29306,71200,"The Snake Eaters are an elite division of the Marines especially trained for search and destroy missions. This actioner chronicles the exploits of one of them who has become a cop. Known as a tough loner, he returns to find the band of backwoods bad-guys who killed his parents and abducted his sister.",4.0,3.0
29311,80200,"In a desolate and treachorous region of space known as the Velocity Run, a heavily armored ship passes every six months. It carries billions of Universal Dollars between the colonies and the Central Bank on Earth. Hard currency has returned due to rampant electronic crime. Now a team of highly trained mercenaries are about to commit the perfect crime in a place where evidence and witnesses have no chance of survival. In this deadly corridor of space, a single man must stop them.",4.0,3.0
29317,108716,"At the end of the 1950s, in a more innocent America, the brutal, meaningless slaying of a Midwestern family horrified the nation. This film is based on Truman Capote's hauntingly detailed, psychologically penetrating nonfiction novel. While in prison, Dick Hickock, 20, hears a cell-mate's story about $10,000 in cash kept in a home safe by a prosperous rancher. When he's paroled, Dick persuades ex-con Perry Smith, also 20, to join him in going after the stash. On a November night in 1959, Dick and Perry break into the Holcomb, Kansas, house of Herb Clutter. Enraged at finding no safe, they wake the sleeping family and brutally kill them all. The bodies are found by two friends who come by before Sunday church. The murders shock the small Great Plains town, where doors are routinely left unlocked. Detective Alvin Dewey of the Kansas Bureau of Investigation heads the case, but there are no clues, no apparent motive and no suspects...",4.0,3.0
29396,104638,"The film follows the adventures of a French aristocrat, the ""Condemor""and Lucas, his faithful Mexican servant, lost in the desert of Far West, looking for ways to return to Paris. Following an unintentional demonstration of courage, ""Condemor"" is appointed sheriff very much against his will and forced to chase the ""One- Eyed"" and solve the mystery of the whereabouts of Chico's father and also the location of the legendary El Dorado, the fabulous gold mine. The plot thickens when Condemor platonic love, the ""Bella Jolly"" saloon singer, is also kidnapped by the evil ...",4.0,3.0
29423,171292,A Coroner's assistant (who is also a law student) gets involved in a strange case involving his girlfriend's place of employment (a hospital) and Vampires after Milton King is drained of his blood. Strange things happen as a defrocked priest tries to thwart all efforts to solve this case.,4.0,3.0
29425,67866,The story of the Peoples Temple cult led by Jim Jones and the events leading up to one of the largest mass suicides in history.,4.0,3.0
29450,48841,A true story of the lives of a family from South Carolina torn apart after the murder of Bill and Myrtle Moon. Although the killer is caught the judicial system takes too long for the Moon's devoted stepson and he takes matter into his own hands.,4.0,3.0
29453,52458,The Zooks and the Yooks are at war over the butter and bread - on which side should one spread?,4.0,3.0
29455,197592,"Based on Sidney Sheldon's novel. A young assistant district attorney (Parker) is used by a ruthless attorney (Morell) to get his client off. She is fired and almost disbarred, but fights back to become a top attorney, torn between two lovers: Morell and a married lawyer with political aspirations (Warner).",4.0,3.0
29494,71623,"Set in the 17th-century, an Italian nobleman weds an impoverished countess, who is wooed by the King of Piedmont and faces pressure from his entire court to succumb to his wishes.",4.0,3.0
29498,20220,"Sheherazade (Catherine Zeta-Jones) has been married to a ruler (Thierry Lhermitte) who wants many wives, but only one at a time. Consequently, as soon as he has bedded them, he has them put to death. In most retellings, the girl staves off this unfortunate conclusion by putting off the connubial event for a thousand and one nights, telling irresistable stories instead. In this one, she gets hold of a magic lamp.",4.0,3.0
29505,44349,"Returning to his home town after the death of the grandfather who raised him, slick and cynical Wall Street trader Will Martin (Neil Patrick Harris) feels decidedly out of place, and not at all in tune with the Christmas preparations being made by the local citizenry. But Will isn't really taking a sentimental journey at all: He's merely in town to modernize and streamline his family's real-estate company. While going through his grandfather's effects, Will and his grandmother (Debbie Reynolds) come across the old man's diary--which reveals a lengthy relationship with a woman named Lillian. Determined to locate this mystery mistress (if indeed that's who Lillian is), Will learns a few vital lessons about love, forgiveness, and recapturing the Yuletide spirit that has so long eluded him.",4.0,3.0
29507,54052,"Who says crime doesn't pay? The mob will pay Jimmy Corona anything to stay away. But, then again, so would most people. His agent brushes off Jimmy's latest book proposal: detailing the conspiracy between Lee Harvey Oswald and Marylin Monroe to assassinate JFK. His girlfriend gives him his walking papers in the midst of wild sex when he can't give her one good reason to stay. Actually he's too exhausted to speak. And to top it all off, he's suffering from writer's block. So what's a poor guy to do? Join the mob? Written by",4.0,3.0
29510,60009,"Happily married couple Bob and Dez Wilson and their 12-year old son Andy are being attacked by a blinding light when driving home from a daytrip. They awaken a couple of hours later, seemingly unscathed but soon driven mad by recurring nightmares. It soon appears that they have been abducted by aliens as proved by their sons handycam that had suddenly started running right after the incident. This mysterious fact is discovered by even more mysterious Men In Black who start nagging the family up to the point of threatening to kill them. Laughed at by the police the threesome seek refuge at sf-writer Stan Mills' house and start fighting back.",4.0,3.0
29527,222870,"Darrin Danver is married to Deb. He is a videogames programmer and works for Z-Games when he receives an offer for a job from CTC. He accepts the offer and moves with his wife Deb near Las Vegas. There he discovers that he is paid a lot only to develop the videogame Radical Rat Trap, which is to follow Amazing Mouse Maze. But the great family of CTC uses Videogames Cd-Rom and subliminal messages to try to control minds, his and his wife's.",4.0,3.0
29529,160194,"Take a roller coaster ride full of high octane adventure as 12 year old Sammy takes to the skies. With the help of a magical flying skateboard, Sammy ends up the hottest skateboarder in town. But a group of local thrashers don't like the extra competition. They plot to destroy any chance of Sammy competing against them in a local tournament. But they don't have a clue of what they're up against.",4.0,3.0
29570,27119,"Little Tsatsiki, son of a single mother in Sweden, has never met his father, a Greek fisherman. Tsatsiki befriends a nice but straight-laced motorcycle policeman renting one of their rooms and decices he is the right guy for his mother, an amateur rock singer in love with her band's bass player.",4.0,3.0
29725,124857,"The story of Eddie, a small town ex con, who discovers he has talent for selling anything and everything. Eddie sees a way to rise above the low life by setting up on his own; what he didn't bargin for was the murder and mahem along the way.",4.0,3.0
29765,27873,"It’s the 21st century, the Oil Wars have made a mess of the planet and the land outside major cities is lawless. After Hunter comes to the aid of Corlie, who has run away from the villainous Straker, he takes her to the peaceful community of Clearwater. Unfortunately for the citizens of Clearwater, Straker fully intends to get Corlie back.",4.0,3.0
29814,191096,"It is 1920. After three years of the Russian Civil War, communist government is finally established in Odessa. Young Alyosha Patrikeyv, who dreams of being a detective like Sherlock Holmes, joins the newly forming Odessa Criminal Police. He is assigned to fight illegal booz production in a small village of Severinovka. When he goes on a chase after a horse thief Krasavchik, Alyosha finds himself up against Cherven - the most dangerous criminal in Odessa.",4.0,3.0
29827,25164,"Welcome to T &amp; A High, where the entire student body including campus virgin Purity Busch, chronic masturbator Melvin Jerkovski, repressed Principal Stuckoff and blonde bombshell Bootsie Goodhead all must rise to the challenges of freshman breast exams, bikini cheerleader attacks, inappropriate uses of bowling ball holes and much more.",4.0,3.0
29829,93116,A young girl who aspires to a singing career gets herself and her best friend a job as valet parking girls at a Malibu party in order to meet people who can help them achieve their dreams.,4.0,3.0
29830,112525,A group of people are killed one by one while participating at a million dollar treasure hunt in a mysterious Italian castle.,4.0,3.0
29874,91767,"Widower Harry Keach is a construction worker who was raised to appreciate the importance of working for a living. He takes a dim view of his sensitive son Howard's lackadaisical lifestyle and has a strained relationship with his daughter Nina as he does not approve of her husband. When Harry is fired from his job, his life changes drastically as he is made to focus on the relationships around him.",4.0,3.0
29879,32033,"An intelligent pulse of electricity is moving from house to house. It terrorizes the occupants by taking control of the appliances, either killing them or causing them to wreck the house in an effort to destroy it. Then it travels along the power lines to the next house, and the terror restarts. Having thus wrecked one household in a quiet neighbourhood, the pulse finds itself in the home of a boy's divorced father whom he is visiting. It gradually takes control of everything, badly injures the stepmother, and traps father and son, who must fight their way out.",4.0,3.0
29889,81887,"A disgruntled phone company employee develops a device whereby those answering a phone can be murdered, and it's up to Nat Bridger to stop the killer.",4.0,3.0
29894,36907,"In a city in South America an outbreak of bubonic plague occurs. While people try to flee and the military close the city an idealistic doctor decides to stay and help the sick. In the ever changing circumstances he puts up a brave fight, being helped by others but also involving them without being able to control the situation.",4.0,3.0
29953,53882,"Salt Lake City homicide detective Caleb Barnes is under increasing pressure from all sides to crack a string of serial killings that have been terrorizing the city. At the same time, Barnes' home life is beginning to crumble in the wake of his son's accidental death. Will he solve the killings before the stress tears him apart? Written by",4.0,3.0
29964,19181,"Stig-Helmer takes another vacation with his norwegian friend Ole. This time it's time for a skiing vacation in the Alps. Of course, Stig-Helmer has never learnt downhill skiing, but he attends a ski school. And together they manage to charm two women also on vacation.",4.0,3.0
29965,17172,"The landlubber Stig-Helmer and his Norwegian friend Ole get on a barge by mistake. They arrive at an archipelago and have to spend Midsummer among the fancy rich boat people, their yachts and summer houses.",4.0,3.0
29971,37728,"Vanheden and Dynamit-Harry, together with Harry's fiancée Doris, are in Mallorca while Sickan is still in Stockholm...",4.0,3.0
29972,23654,"Den här gången är Jönssonligan verkligen illa ute. Charles-Ingvar Jönsson, ""Sickan"" kallad, har dragit sig tillbaka. Vanheden och Dynamit-Harry är lämnade åt sig själva. Polisen jublar förstås, men Jönssonligan avskriver man inte så lätt! De är tillbaka... Fräckare!... Roligare!... tidigare! Denna gång anförda av den genialiske doktor M.A. Busé - och målet är Romanoffs diamant som nu ställs ut på Nationalmuseum i Stockholm...",4.0,3.0
29983,54257,En film baserad på de svenska filmerna om Jönssonligan. I denna film får möter vi Jönssonligan som barn då de försöker slå till mot en cornflakesfabrik för att slå beslag på samlarbilder.,4.0,3.0
29984,54257,En film baserad på de svenska filmerna om Jönssonligan. I denna film får möter vi Jönssonligan som barn då de försöker slå till mot en cornflakesfabrik för att slå beslag på samlarbilder.,4.0,3.0
29998,41816,A seemingly good Samaritan hires a private detective to prove a teen sitting in prison on a murder charge is innocent. His investigation discovers deep corruption in a Connecticut town and finds the woman isn't everything she is pretending to be either.,4.0,3.0
30001,78691,"An artist, framed for the murder of a woman, is drawn into a web of corruption, blackmail and deceit.",4.0,3.0
30003,51854,"aka Cybercity It's the year 2017, the Earth's surface is destroyed and its citizens flee to an underground wasteland ruled by warring religious cults. In this sinful cybercity, Mercenary Dakota's (C. Thomas Howell) family is murdered by a perverse virtual prophet (Roddy Piper) bent on world domination. Seeking justice, Dakota, beautiful assissin Lilith (Heidi Von Palleske) and an arsenal of hi-tech weaponry battle for the Earth's most precious resource - Humanity. It's time for the false prophets to meek their makers! Packed with innovative special effects and teeth-clenching action, ""CyberCity"" will make you rethink the millennium.",4.0,3.0
30004,210691,"Vinnie Terranova is back, foiling a staged kidnaping of computer mogul Paul Callendar's son in order to probe possible inside information brokering. Meanwhile, McPike is having a hard time working with his young boss, who feels Terranova and McPike are dinosaurs not worth supporting.",4.0,3.0
30005,46971,A group of mercenaries is hired to spring Rudolf Hess from Spandau Prison in Berlin.,4.0,3.0
30008,58028,"Livingston is trying to merge the Russians, Chinese and Italian gangsters into one group with huge amounts of money and power. FBI agent Susan and DEA agent Max are trying to stop them.",4.0,3.0
30016,50416,"When a young boy is captured by a grizzly bear, he begins the most incredible journey of a lifetime, full of breathtaking excitement, harrowing danger and thrilling surprises.",4.0,3.0
30017,107028,He wanted adventure...She craved revenge...Emeralds held the answer.,4.0,3.0
30048,47631,"In this sequel to the made-for-television Disney family classic, Mr. Boogedy, the Davis family deals with the return of Mr. Boogedy and his never-ending hunt for Widow Marion as well as a rival gag-store competitor who really has it out for Carleton. Meanwhile, the town of Lucifer Falls is planning a big carnival which the mean Mr. Lynch seeks to ruin- if Boogedy doesn't see to that first.",4.0,3.0
30049,47631,"In this sequel to the made-for-television Disney family classic, Mr. Boogedy, the Davis family deals with the return of Mr. Boogedy and his never-ending hunt for Widow Marion as well as a rival gag-store competitor who really has it out for Carleton. Meanwhile, the town of Lucifer Falls is planning a big carnival which the mean Mr. Lynch seeks to ruin- if Boogedy doesn't see to that first.",4.0,3.0
30050,47631,"In this sequel to the made-for-television Disney family classic, Mr. Boogedy, the Davis family deals with the return of Mr. Boogedy and his never-ending hunt for Widow Marion as well as a rival gag-store competitor who really has it out for Carleton. Meanwhile, the town of Lucifer Falls is planning a big carnival which the mean Mr. Lynch seeks to ruin- if Boogedy doesn't see to that first.",4.0,3.0
30078,11425,"The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move.",4.0,3.0
30079,11425,"The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move.",4.0,3.0
30080,11425,"The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move.",4.0,3.0
30081,11425,"The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move.",4.0,3.0
30082,11425,"The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move.",4.0,3.0
30084,52868,Roger Cobb (William Katt) is killed in a car accident. His family must move into the house that has haunted him for several years. Soon the family begins to experience scary and unexplained phenomena.,4.0,3.0
30085,52868,Roger Cobb (William Katt) is killed in a car accident. His family must move into the house that has haunted him for several years. Soon the family begins to experience scary and unexplained phenomena.,4.0,3.0
30117,50425,"Michael is a successful actor, but he has a scandal in his past: at a tender age he knifed his father to death. He and his girlfriend Deborah go to his mother's for the weekend, and are joined by the director and others from a recent film project, who are given a rather cool reception by the superstitious housekeeper Oliver. Soon rude things begin happening to some of the guests, and Michael fears a repeat of his nightmare past is in progress.",4.0,3.0
30182,21742,"An underwater exploration beneath kelp forests in the Pacific Ocean off the coast of Southern California. The film captures the birth of a shark, squids mating, a lobster molting, a fish protecting its nest from an octopus and a sea urchin, and the sea bed covered with brittle stars.",4.0,3.0
30220,38017,"A man is falsely convicted of the murder of his wife. During his time in jail, he finds comfort from four women with whom he corresponds. After his second court appearance, he is finally freed from prison only to be framed for yet 2 more murders which he did not commit. With the help of his former prison guard, he once again sets out to clear his name",4.0,3.0
30241,112649,"This arty triad flick from Wai Ka-Fai and Johnnie To is as good as genre pictures get in this era. Lau Ching-Wan is Kau, a small potato in the triad world who must make a fateful decision to discover who he is. With that decision, his life can diverge in two paths, each leading to an ultimate fate.",4.0,3.0
30357,48719,"Called up for jury duty, Richard Dice finds his first crush and only real, but unrequited love, on trial for murder. Richard desperately tries to prove Mollys innocence while untangling a complicated web of murder, blackmail and perjury, and still trying to win over the girl of his dreams.",4.0,3.0
30364,70202,The true story of a rich girl who was abducted by American revolutionaries in the 1970's. Her time spent with her captors made her question herself and her way of life and she joined forces with the cause that her abductors were fighting for. This created a US scandal and Patty Hearst has become a pop culture fixture. Written by Josh Pasnak,4.0,3.0
30369,169158,The FBI and Texas police make ready to storm the headquarters of a heavily armed sect of religious fanatics. But the operation goes horribly wrong and a couple of agents seek protection at an abandoned farm. But they are not the only ones there.,4.0,3.0
30409,32064,"In the distant future, the human race nears extinction and a new race of beast-like creatures rule the earth. The few surviving people live in the City, a huge protected construction with the ability to travel in both space and time. The City travels back to our time to save humanity...",4.0,3.0
30466,181269,"A man (Shatner) going through a mid-life crisis, starts patronizing prostitutes. Eventually, he meets a very expensive one (Shepherd) and he thinks he has it all. That is until her pimp starts hounding him.",4.0,3.0
30499,26340,A terrorist places an atom bomb somewhere in an American metropolis. The president of the U.S. has no other choice; he has to call Delta Force.,4.0,3.0
30500,26340,A terrorist places an atom bomb somewhere in an American metropolis. The president of the U.S. has no other choice; he has to call Delta Force.,4.0,3.0
30509,60079,"A cop from the moon is sent to the Earth, now possessed by motorcycle-riding ""Mad Max""-like inhabitants, to stop a serum from being released that he believes is going to destroy the Earth",4.0,3.0
30516,5896,Follows the tale of a young woman’s sexual awakening and subsequent journey around the world in pursuit of her ideal lover. Encounters include an Arabian sheik and a Spanish bullfighter. Her friend and butler accompany her and help to arrange her couplings.,4.0,3.0
30521,70903,"Based loosely on the real-life story of the World War I spy. The exotic dancer uses her contacts in European high society, along with her seductive charm, to collect military secrets during the war. She successfully plays both sides against each other until at last her deceptions catch up with her.",4.0,3.0
30526,38652,An adventurer (Hamilton) decides to go in search of the lost city in the Amazon jungle. A motley crew of other people with reasons of their own decide to join him for the wealth of the lost city. But to their horror they find out that they have bit off more than they can chew. What with a nazi doctor still doing his experiments on people in the same place.,4.0,3.0
30532,110624,"Fraser's unrequited love for the beautiful and rich Ginny gets a chance to prove itself, when she is suddenly kidnapped. He teams up with rebel Mac, who's got a score to settle with the kidnappers. Together they cross the country, looking for Ginny and the bad guys.",4.0,3.0
30533,163630,A successful aging dancer takes a young female protegee.,4.0,3.0
30543,76172,An American jewel thief in Monaco encounters various characters while trying to set up a robbery.,4.0,3.0
30545,47412,"After an accident during a routine trip to Venus, a spaceship has only enough oxygen left for three people... out of five on board.",4.0,3.0
30548,35453,"Twenty years after the American people have been told the oil has run out and disease has scared them into complacency, the United States has become a fascist state. One man, former race car driver Franklyn Hart, now a puppet spokesman for public transportation, rebuilds his race car and sets off to California from Boston where people have returned to living life like they were twenty years prior.",4.0,3.0
30553,40344,"As soon as Harvey S. Potter descends upon a drought-stricken farmland, he begins to grow a mysterious but beautiful crop of balloons. Mystified by the new resident's abilities, the people of the town are mesmerized by Potter, who immediately becomes the best thing to happen to the dejected area in a long time. The happiness doesn't last long, however, when talk begins to surface about Potter's true identity.",4.0,3.0
30593,9527,No overview found.,4.0,3.0
30647,9497,No overview found.,4.0,3.0
30648,9497,No overview found.,4.0,3.0
30649,2169,No overview found.,4.0,3.0
30653,9673,No overview found.,4.0,3.0
30656,9496,"A wicked investor wants Werner's residential area razed to the ground in order to build a shopping center. However, building tycoon Günzelsen has not reckoned with Werner. Together with his master Röhrich he's planning to blow away the plumbings with a gigantic obstruction...",4.0,3.0
30657,9496,"A wicked investor wants Werner's residential area razed to the ground in order to build a shopping center. However, building tycoon Günzelsen has not reckoned with Werner. Together with his master Röhrich he's planning to blow away the plumbings with a gigantic obstruction...",4.0,3.0
30661,11664,No overview found.,4.0,3.0
30663,1915,"A not so clever guy called Berti with a Opel Manta (a low budget European sports-coupe from the '80s) gets competition in a street race from a guy with a fast Mercedes, and another slick guy with a Ferrari tries to get his hands on Bertis girlfriend.",4.0,3.0
30696,42023,"Reynolds plays an ex-soldier-of-fortunish character in Vegas, taking ""Chaperone"" jobs, fighting with the mob, and trying to get enough money together to move to Venice, Italy.",4.0,3.0
30701,27662,"Secretly engineered and blasted into space by government scientists, a vile monster crash-lands back on Earth and begins killing everyone it encounters. As the death toll rises, veteran cop McLemore (Charles Napier) bravely steps forward to crush the scary creature. Co-starring Julie Newmar as a powerful psychic, this low-rent horror flick finds the police force continually confounded by the organism's evolving physical features.",4.0,3.0
30716,15674,"A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch",4.0,3.0
30717,15674,"A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch",4.0,3.0
30718,15674,"A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch",4.0,3.0
30719,15674,"A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch",4.0,3.0
30720,15674,"A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch",4.0,3.0
30752,67183,"Rock and roll band purchases piece of music to record that were used in satanic rituals. Band decides to record and tape video of song in mansion where rituals took place. As one may guess, the spirits are summoned to commit mayhem and murder.",4.0,3.0
30753,61117,"A film crew is travelling from America to Greece to produce a movie. Before their work is done they will have to face many unusual situations, along with numerous opportunities for the actresses to take their clothes off.",4.0,3.0
30754,52736,"Three middle-aged daddies visit California to have a marvelous time at the beach. When they learn that a nice apartment and an expensive cabriolet isn't enough for them to score with the chicks, they employ a student to help them. At first he's as disgusted of them and his job as his girlfriend, but soon they find out how to use the situation to everyone's benefit.",4.0,3.0
30765,44664,"A satirical take on a modern day Ned Kelly who is forced to Hollywood in order to make enough money to save his family's land. As it goes against his belief, he cannot simply rob banks for his own benefit (all money goes to the poor). Ned is forced to find another way to come up with the $1 million required to save his family island.",4.0,3.0
30767,52117,"Russell has been expelled from several schools for lewd, crude and nude conduct. Busterburger University is his last chance at education and satisfying his disappointed parents",4.0,3.0
30768,67693,"The coach of a college tennis team is given an ultimatum: put together a winning team, or else.",4.0,3.0
30769,148833,"George Lollar takes his family on vacation with ""Club Sand"", a shoddy and untrustworthy company. On their tropical island, they find soldiers everywhere, an unhelpful staff, inhospitable accomodation and undesirable holiday makers, but everyone except for George manages to have fun in the sun.",4.0,3.0
30770,57683,"Josh is a high school guy who lives with adoptive parents and is involved in little crimes with his friends (including young lesbian Bella). Suddenly his elder brother Walter comes out of the blue (he left home 10 years ago when he was 18 and was never heard during these years). After that Walter starts to involve Josh in various new criminal activities, including robbery.",4.0,3.0
30771,163523,"Danny is hopelessly in love with his teacher Peggy Noble. Of course she doesn't even notice him while she plans to marry the obnoxious coach Roy ""Jack-jaw"" Kelton. When Danny's friend Lloyd invents a growth accelerator for fruit and vegetables to ""solve world hunger"", Danny uses it on himself and as an adult tries to show her Roy's real personality. However at his first appearance at school as an adult, he's mistaken for someone else...",4.0,3.0
30772,82401,A teen is visited by aliens after he broadcasts a message into space.,4.0,3.0
30776,49497,Standard camp shenanigans and romance amongst the counselors and the campers at a lake front summer camp.,4.0,3.0
30777,169379,"My American Cousin is a Canadian drama film, released in 1985. Written and directed by Sandy Wilson based on her own childhood, the film stars Margaret Langrick as Sandy Wilcox, a pre-teen girl growing up on a ranch in rural Penticton, British Columbia in the late 1950s. Sandy's longing to be treated as an adult is roused even further when her older American cousin Butch Walker (John Wildman) comes for a visit. The cast also includes Richard Donat, Jane Mortifee, Babz Chula and Camille Henderson.",4.0,3.0
30779,117509,"A nerdy college student is pressured to help a jock write love letters to the campus beauty, even though the nerd is in love with her himself.",4.0,3.0
30789,81457,"Greedy locals are trying to turn some beach property into a tourist attraction, and a computer expert sets out to use is knowledge of computers--along with the help of several local ""beach bunnies""--to stop them.",4.0,3.0
30791,98103,In this adolescent comedy a group of college girls get summer jobs at a posh Florida resort and have assorted adventures when they begin competing for the best jobs and for the affections of a hunky male staff member.,4.0,3.0
30798,151370,"Some students taking driver's ed during the summer. Among the students is Riko, a cocky guy; Chad, a guy from a privileged background, who's terrified to get behind the wheel; Vanessa, who's over protective mom who wouldn't allow her to take the course, who went behind her back; and Maria, a spoiled foreign student. Now the principal wants the students to pass so he tells the instructor, who's still not over his wife leaving and is not exactly up to the task, that it's important for the students to pass so he brought in a special instructor, who's very tough. And the principal also tells one of his teachers to let, one of the students Maslanski who's the school football star, pass the test he failed so that he can concentrate on driver's ed. But the teacher, seeing this as an opportunity to expose the principal as not doing his job and thus paving the way for him to be the new principal, makes Maslanski take a make up test",4.0,3.0
30799,54803,"School is out, and three girls head to the beach for vacation. Two of the girls are world-wise party-goers who attempt to loosen up their naive, virginal friend, whose uncle has allowed the girls to stay at his beach house. When the near-sighted, drug smuggling Captain Bly dumps his cargo of marijuana, the bales wash up on shore. The two party girls, Ginger and Ducky, quickly stuff the dope into giant bags and spirit it back to the beach house, where it fuels a party with assorted misfits, delivery persons, and passersby.",4.0,3.0
30808,30723,"On a class excursion to a cave with stone age paintings the clumsy Rex gets lost. A mysterious crystal opens a gateway in time and sets him back to the stone ages, where he meets a group of prehistoric fellows and the gorgeous Eba. While teaching her English and doing some pseudo-research on her fellows, his main goal is to get her sleeping with him. However the curiosity of the clan chief disturbs his attempts.",4.0,3.0
30811,85948,"Matt Dillion  In East Texas, the summer after high school, Jack falls in love with Ginny, the daughter of the town's banker (Jack's mom's high school sweetheart). Ginny's been at boarding school; she's headed for Vassar. Over her father's strenuous objections, she spends time with Jack. At summer's end, Jack and Ginny elope to Louisiana (where 17-year-olds can marry without their parents' permission), and he gets a job in the oil fields. Her dad hires a menacing private eye to find them, Ginny's pregnant, her town doctor gives her horrible news, and Jack's mom has her own agenda. It seems that Jack and Ginny have grown up under a liar's moon. What will these sweethearts do?",4.0,3.0
30817,251419,"Everett and his party-hungry buddies embark on an all-night road-trip to the Florida beaches, for a week of fun, sun, and beautiful women. Mayhem ensues when 2 jealous girl-friends show up unexpectedly, along with a psycho teacher who's hunting down Everett because he owes her an overdue term-paper.",4.0,3.0
30818,151141,"John Logan is a poor little rich boy. He learns to love from three nubile L.A. newcomers that will do anything to be introduced into the sizzling nightlife of the City of Angels. Portraying the Malibu beach life by day, and the L.A. club life by night, Sizzle Beach U.S.A. is a stunning insiders critique on the sex and drug lifestyle of the West Coast swinger scene in the early 80s.",4.0,3.0
30820,51743,"A group of varied misfits (including a former prostitute/stripper and a bumbler who can't see more than 6 inches in front of his face) enter a school to become flight attendants. Somehow, the group makes it through to the final test: a cross-country flight.",4.0,3.0
30822,29631,"A teenage boy that had early sexual encounters is having trouble finding them now, and spends a lot of time fantasizing about the women he knows. When a beautiful new girl comes to town, he makes a bet with the other guys that he can get her into bed within 10 days. His chief rival stacks the deck, though, by threatening to expose the new girl's sordid past (she was wrongly accused of being involved in an orgy at her previous school) if she sleeps with our hero. Confused about his situation, the boy seeks counsel from the sexy older woman across the street, and she helps him come to terms with his predicament.",4.0,3.0
30843,36808,"A teen and his friends get into trouble for vandalizing the Hollywood sign, and rather than going to prison he opts to work for his uncle's hot tub repair company. The sleazy salesman drums up business by sabotaging the tubs at Hollywood Hot Tubs and by wooing the owner. The nephew begins falling in love with the secretary at his uncle's company, but risks losing her when caught in compromising but unintentional situations while he goes about his duties as tub repairman.",4.0,3.0
30844,40600,"Four friends, annoyed at how almost everyone else they know is having sex but them, agree to do what they can to help each other lose their virginity before the end of the summer. Most of their opportunities are foiled by their inexperience and bad planning. Michael, the most sensible boy of the foursome, really just wants to stay with his long-time girlfriend and take their relationship to an intimate level, but after putting him off for six months he grows impatient and splits up with her to seek his fortune elsewhere.",4.0,3.0
30850,84997,"A married college professor decides to seduce her student, whom she hired as a handyman for her yacht. The hesitant student succumbs to his buxom professor, but their romance is interrupted by her corrupt husband and a masked murderer.",4.0,3.0
30851,117514,"Charlie Harrison dreams of being a rock star and, with the help of friends and a gang of local toughs, he arranges a concert in his house for a big time record producer, or at least that is what Charlie thought he was arranging.",4.0,3.0
